

lambda(m), Y
1.55403e-06, 0.937475
1.55393e-06, 0.941194
1.55383e-06, 0.943948
1.55373e-06, 0.945914
1.55363e-06, 0.947206
1.55353e-06, 0.947846
1.55342e-06, 0.947717
1.55332e-06, 0.946421
1.55322e-06, 0.942724
1.55312e-06, 0.931595
1.55302e-06, 0.871689
1.55292e-06, 0.845289
1.55282e-06, 0.958651
1.55272e-06, 0.963611
1.55262e-06, 0.963873
1.55252e-06, 0.963655
1.55242e-06, 0.963436
1.55232e-06, 0.963286
1.55222e-06, 0.963212
1.55212e-06, 0.963213
1.55201e-06, 0.963287
1.55191e-06, 0.963436
1.55181e-06, 0.963662
1.55171e-06, 0.96397
1.55161e-06, 0.964367
1.55151e-06, 0.964859
1.55141e-06, 0.965457
1.55131e-06, 0.96617
1.55121e-06, 0.96701
1.55111e-06, 0.967992
1.55101e-06, 0.96913
1.55091e-06, 0.970436
1.55081e-06, 0.971907
1.55071e-06, 0.973486
1.55061e-06, 0.974946
1.55051e-06, 0.975537
1.55041e-06, 0.972981
1.55031e-06, 0.961952
1.55021e-06, 0.940196
1.55011e-06, 0.925019
1.55001e-06, 0.925171
1.54991e-06, 0.930674
1.5498e-06, 0.93602
1.5497e-06, 0.940178
1.5496e-06, 0.943243
1.5495e-06, 0.945445
1.5494e-06, 0.946949
1.5493e-06, 0.947841
1.5492e-06, 0.948109
1.5491e-06, 0.947606
1.549e-06, 0.945883
1.5489e-06, 0.941591
1.5488e-06, 0.929266
1.5487e-06, 0.863559
1.5486e-06, 0.861426
1.5485e-06, 0.961687
1.5484e-06, 0.965084
1.5483e-06, 0.964783
1.5482e-06, 0.964273
1.5481e-06, 0.963884
1.548e-06, 0.963634
1.5479e-06, 0.963508
1.5478e-06, 0.963492
1.5477e-06, 0.963577
1.5476e-06, 0.96376
1.5475e-06, 0.96404
1.5474e-06, 0.964419
1.5473e-06, 0.9649
1.5472e-06, 0.96549
1.5471e-06, 0.966196
1.547e-06, 0.967026
1.5469e-06, 0.967994
1.5468e-06, 0.96911
1.5467e-06, 0.970388
1.5466e-06, 0.971827
1.5465e-06, 0.973389
1.5464e-06, 0.974909
1.5463e-06, 0.975824
1.5462e-06, 0.974366
1.5461e-06, 0.965815
1.546e-06, 0.944987
1.5459e-06, 0.92535
1.5458e-06, 0.922919
1.5457e-06, 0.928522
1.5456e-06, 0.934462
1.5455e-06, 0.939105
1.5454e-06, 0.942509
1.5453e-06, 0.944954
1.5452e-06, 0.946659
1.5451e-06, 0.947757
1.545e-06, 0.9483
1.5449e-06, 0.948254
1.5448e-06, 0.947442
1.54471e-06, 0.945378
1.54461e-06, 0.940612
1.54451e-06, 0.927284
1.54441e-06, 0.855721
1.54431e-06, 0.873958
1.54421e-06, 0.963477
1.54411e-06, 0.965859
1.54401e-06, 0.965223
1.54391e-06, 0.964558
1.54381e-06, 0.964095
1.54371e-06, 0.963821
1.54361e-06, 0.963704
1.54351e-06, 0.963724
1.54341e-06, 0.963865
1.54331e-06, 0.96412
1.54321e-06, 0.964485
1.54311e-06, 0.96496
1.54301e-06, 0.965547
1.54291e-06, 0.966249
1.54281e-06, 0.967074
1.54271e-06, 0.968029
1.54262e-06, 0.969126
1.54252e-06, 0.970375
1.54242e-06, 0.971778
1.54232e-06, 0.973311
1.54222e-06, 0.974853
1.54212e-06, 0.975982
1.54202e-06, 0.975333
1.54192e-06, 0.968939
1.54182e-06, 0.950117
1.54172e-06, 0.926739
1.54162e-06, 0.920776
1.54152e-06, 0.926211
1.54142e-06, 0.932782
1.54132e-06, 0.937963
1.54123e-06, 0.941738
1.54113e-06, 0.94444
1.54103e-06, 0.946344
1.54093e-06, 0.947627
1.54083e-06, 0.948386
1.54073e-06, 0.948648
1.54063e-06, 0.948359
1.54053e-06, 0.947325
1.54043e-06, 0.945031
1.54033e-06, 0.939958
1.54023e-06, 0.925908
1.54013e-06, 0.848761
1.54004e-06, 0.883251
1.53994e-06, 0.964098
1.53984e-06, 0.965991
1.53974e-06, 0.965253
1.53964e-06, 0.964573
1.53954e-06, 0.964135
1.53944e-06, 0.963911
1.53934e-06, 0.963864
1.53924e-06, 0.963966
1.53914e-06, 0.964201
1.53905e-06, 0.964559
1.53895e-06, 0.965033
1.53885e-06, 0.96562
1.53875e-06, 0.966323
1.53865e-06, 0.967144
1.53855e-06, 0.968089
1.53845e-06, 0.969167
1.53835e-06, 0.970386
1.53825e-06, 0.971751
1.53816e-06, 0.973245
1.53806e-06, 0.97478
1.53796e-06, 0.976037
1.53786e-06, 0.975962
1.53776e-06, 0.971315
1.53766e-06, 0.955069
1.53756e-06, 0.929241
1.53746e-06, 0.918867
1.53737e-06, 0.923745
1.53727e-06, 0.930973
1.53717e-06, 0.936753
1.53707e-06, 0.940935
1.53697e-06, 0.943913
1.53687e-06, 0.946019
1.53677e-06, 0.947477
1.53667e-06, 0.94842
1.53658e-06, 0.948917
1.53648e-06, 0.948976
1.53638e-06, 0.948529
1.53628e-06, 0.947374
1.53618e-06, 0.944981
1.53608e-06, 0.939794
1.53598e-06, 0.925377
1.53589e-06, 0.843234
1.53579e-06, 0.889859
1.53569e-06, 0.963754
1.53559e-06, 0.965618
1.53549e-06, 0.964992
1.53539e-06, 0.964427
1.5353e-06, 0.964104
1.5352e-06, 0.963996
1.5351e-06, 0.964068
1.535e-06, 0.964291


