

lambda(m), Y
1.50194e-06, 0.946572
1.50099e-06, 0.931387
1.50004e-06, 0.60562
1.49909e-06, 0.8407
1.49815e-06, 0.973534
1.4972e-06, 0.959753
1.49626e-06, 0.951884
1.49531e-06, 0.946432
1.49437e-06, 0.928517
1.49343e-06, 0.703905
1.49249e-06, 0.829423
1.49155e-06, 0.971993
1.49062e-06, 0.961098
1.48968e-06, 0.952339
1.48874e-06, 0.944392
1.48781e-06, 0.922209
1.48688e-06, 0.774378
1.48595e-06, 0.818618
1.48502e-06, 0.974048
1.48409e-06, 0.960214
1.48316e-06, 0.951854
1.48223e-06, 0.945615
1.48131e-06, 0.91148
1.48038e-06, 0.821817
1.47946e-06, 0.806384
1.47854e-06, 0.972666
1.47762e-06, 0.962057
1.4767e-06, 0.952297
1.47578e-06, 0.942325
1.47486e-06, 0.894531
1.47394e-06, 0.84228
1.47303e-06, 0.796454
1.47211e-06, 0.975089
1.4712e-06, 0.96087
1.47029e-06, 0.951714
1.46938e-06, 0.944621
1.46847e-06, 0.848891
1.46756e-06, 0.857971
1.46665e-06, 0.785892
1.46575e-06, 0.974025
1.46484e-06, 0.962739
1.46394e-06, 0.952402
1.46303e-06, 0.940077
1.46213e-06, 0.741788
1.46123e-06, 0.863081
1.46033e-06, 0.777902
1.45943e-06, 0.976272
1.45854e-06, 0.96192
1.45764e-06, 0.95132
1.45675e-06, 0.943203
1.45585e-06, 0.545726
1.45496e-06, 0.868188
1.45407e-06, 0.77046
1.45318e-06, 0.975581
1.45229e-06, 0.963362
1.4514e-06, 0.952736
1.45051e-06, 0.936767
1.44962e-06, 0.620057
1.44874e-06, 0.868089
1.44785e-06, 0.765365
1.44697e-06, 0.977464
1.44609e-06, 0.963282
1.44521e-06, 0.950834
1.44433e-06, 0.939945
1.44345e-06, 0.771939
1.44257e-06, 0.869177
1.44169e-06, 0.761566
1.44082e-06, 0.977338
1.43994e-06, 0.96395
1.43907e-06, 0.953237
1.4382e-06, 0.929371
1.43733e-06, 0.832296
1.43646e-06, 0.86661
1.43559e-06, 0.759854
1.43472e-06, 0.978779
1.43385e-06, 0.964736
1.43298e-06, 0.950439
1.43212e-06, 0.926393
1.43126e-06, 0.86243
1.43039e-06, 0.866115
1.42953e-06, 0.759547
1.42867e-06, 0.979278
1.42781e-06, 0.964571
1.42695e-06, 0.953626
1.42609e-06, 0.894407
1.42524e-06, 0.876651
1.42438e-06, 0.861935
1.42352e-06, 0.761101
1.42267e-06, 0.980337
1.42182e-06, 0.966026
1.42097e-06, 0.950431
1.42012e-06, 0.800611
1.41927e-06, 0.882409
1.41842e-06, 0.860912
1.41757e-06, 0.763826
1.41672e-06, 0.981179
1.41588e-06, 0.9654
1.41503e-06, 0.953403
1.41419e-06, 0.598806
1.41335e-06, 0.888938
1.4125e-06, 0.855603
1.41166e-06, 0.768151
1.41082e-06, 0.982211
1.40999e-06, 0.966887
1.40915e-06, 0.951129
1.40831e-06, 0.737105
1.40748e-06, 0.887365
1.40664e-06, 0.854329
1.40581e-06, 0.773386
1.40498e-06, 0.982867
1.40414e-06, 0.966608
1.40331e-06, 0.951706
1.40248e-06, 0.839339
1.40165e-06, 0.891879
1.40083e-06, 0.848598
1.4e-06, 0.779776


