

lambda(m), Y
1.61658e-06, 0.966017
1.61548e-06, 0.98081
1.61438e-06, 0.989233
1.61328e-06, 0.994502
1.61219e-06, 0.668446
1.61109e-06, 0.716375
1.61e-06, 0.916804
1.60891e-06, 0.967874
1.60782e-06, 0.981152
1.60673e-06, 0.989953
1.60564e-06, 0.994296
1.60455e-06, 0.656222
1.60347e-06, 0.729603
1.60239e-06, 0.925083
1.60131e-06, 0.969523
1.60022e-06, 0.981468
1.59915e-06, 0.99085
1.59807e-06, 0.993495
1.59699e-06, 0.648168
1.59592e-06, 0.749826
1.59485e-06, 0.9326
1.59377e-06, 0.9707
1.5927e-06, 0.981883
1.59163e-06, 0.992088
1.59057e-06, 0.991346
1.5895e-06, 0.647794
1.58844e-06, 0.774565
1.58737e-06, 0.939191
1.58631e-06, 0.971302
1.58525e-06, 0.982946
1.58419e-06, 0.992965
1.58314e-06, 0.987643
1.58208e-06, 0.657837
1.58103e-06, 0.800836
1.57997e-06, 0.944445
1.57892e-06, 0.971749
1.57787e-06, 0.984661
1.57682e-06, 0.992603
1.57578e-06, 0.984329
1.57473e-06, 0.678389
1.57368e-06, 0.826089
1.57264e-06, 0.948067
1.5716e-06, 0.972674
1.57056e-06, 0.98657
1.56952e-06, 0.990667
1.56848e-06, 0.984914
1.56744e-06, 0.708704
1.56641e-06, 0.848512
1.56538e-06, 0.950312
1.56434e-06, 0.974972
1.56331e-06, 0.987194
1.56228e-06, 0.988542
1.56125e-06, 0.990798
1.56023e-06, 0.747998
1.5592e-06, 0.866403
1.55818e-06, 0.953118
1.55716e-06, 0.977677
1.55613e-06, 0.985675
1.55511e-06, 0.989574
1.55409e-06, 0.993921
1.55308e-06, 0.790059
1.55206e-06, 0.880625
1.55105e-06, 0.957469
1.55003e-06, 0.978351
1.54902e-06, 0.984825
1.54801e-06, 0.992549
1.547e-06, 0.986453
1.54599e-06, 0.824819
1.54498e-06, 0.893916
1.54398e-06, 0.961073
1.54297e-06, 0.977803
1.54197e-06, 0.986233
1.54097e-06, 0.99257
1.53997e-06, 0.97949
1.53897e-06, 0.85103
1.53797e-06, 0.906174
1.53698e-06, 0.962684
1.53598e-06, 0.978412
1.53499e-06, 0.987241
1.53399e-06, 0.991208
1.533e-06, 0.979779
1.53201e-06, 0.875281
1.53102e-06, 0.915553
1.53004e-06, 0.964043
1.52905e-06, 0.979628
1.52807e-06, 0.987047
1.52708e-06, 0.991606
1.5261e-06, 0.973965
1.52512e-06, 0.895815
1.52414e-06, 0.922553
1.52316e-06, 0.966055
1.52218e-06, 0.980179
1.52121e-06, 0.987113
1.52023e-06, 0.992118
1.51926e-06, 0.969141
1.51828e-06, 0.911093
1.51731e-06, 0.929248
1.51634e-06, 0.967724
1.51537e-06, 0.980443
1.51441e-06, 0.987549
1.51344e-06, 0.992139
1.51248e-06, 0.979575
1.51151e-06, 0.92464
1.51055e-06, 0.934994
1.50959e-06, 0.96878
1.50863e-06, 0.981032
1.50767e-06, 0.987846
1.50671e-06, 0.992226
1.50576e-06, 0.991617
1.5048e-06, 0.935208
1.50385e-06, 0.939393
1.50289e-06, 0.970117
1.50194e-06, 0.981542
1.50099e-06, 0.987972
1.50004e-06, 0.992372
1.49909e-06, 0.996219
1.49815e-06, 0.944112
1.4972e-06, 0.943743
1.49626e-06, 0.971182
1.49531e-06, 0.981798
1.49437e-06, 0.988367
1.49343e-06, 0.992435
1.49249e-06, 0.997205
1.49155e-06, 0.951379
1.49062e-06, 0.947083
1.48968e-06, 0.972065
1.48874e-06, 0.982426
1.48781e-06, 0.988724
1.48688e-06, 0.991577
1.48595e-06, 0.99737
1.48502e-06, 0.957619
1.48409e-06, 0.950363
1.48316e-06, 0.973199
1.48223e-06, 0.982752
1.48131e-06, 0.988954
1.48038e-06, 0.989188
1.47946e-06, 0.996858
1.47854e-06, 0.962594
1.47762e-06, 0.953109
1.4767e-06, 0.973918
1.47578e-06, 0.983278
1.47486e-06, 0.989631
1.47394e-06, 0.981053
1.47303e-06, 0.996438
1.47211e-06, 0.96705
1.4712e-06, 0.955709
1.47029e-06, 0.974986
1.46938e-06, 0.98387
1.46847e-06, 0.989815
1.46756e-06, 0.96688
1.46665e-06, 0.995993
1.46575e-06, 0.970662
1.46484e-06, 0.958041
1.46394e-06, 0.975801
1.46303e-06, 0.984385
1.46213e-06, 0.990482
1.46123e-06, 0.962638
1.46033e-06, 0.995519
1.45943e-06, 0.973764
1.45854e-06, 0.960341
1.45764e-06, 0.976861
1.45675e-06, 0.985135
1.45585e-06, 0.990436
1.45496e-06, 0.967585
1.45407e-06, 0.995118
1.45318e-06, 0.976501
1.45229e-06, 0.962423
1.4514e-06, 0.977728
1.45051e-06, 0.985848
1.44962e-06, 0.990037
1.44874e-06, 0.972504
1.44785e-06, 0.994832
1.44697e-06, 0.978735
1.44609e-06, 0.964506
1.44521e-06, 0.978956
1.44433e-06, 0.986688
1.44345e-06, 0.986684
1.44257e-06, 0.97614
1.44169e-06, 0.99445
1.44082e-06, 0.980766
1.43994e-06, 0.966552
1.43907e-06, 0.979848
1.4382e-06, 0.98749
1.43733e-06, 0.977404
1.43646e-06, 0.978392
1.43559e-06, 0.99423
1.43472e-06, 0.982548
1.43385e-06, 0.968498
1.43298e-06, 0.981184
1.43212e-06, 0.98845
1.43126e-06, 0.955448
1.43039e-06, 0.980252
1.42953e-06, 0.994009
1.42867e-06, 0.984026
1.42781e-06, 0.970467
1.42695e-06, 0.982233
1.42609e-06, 0.989049
1.42524e-06, 0.938352
1.42438e-06, 0.981549
1.42352e-06, 0.993784
1.42267e-06, 0.985437
1.42182e-06, 0.972426
1.42097e-06, 0.983546
1.42012e-06, 0.989433
1.41927e-06, 0.943535
1.41842e-06, 0.982558
1.41757e-06, 0.993577
1.41672e-06, 0.986573
1.41588e-06, 0.974184
1.41503e-06, 0.984641
1.41419e-06, 0.988597
1.41335e-06, 0.953967
1.4125e-06, 0.983441
1.41166e-06, 0.993486
1.41082e-06, 0.987694
1.40999e-06, 0.976149
1.40915e-06, 0.986017
1.40831e-06, 0.984683
1.40748e-06, 0.962285
1.40664e-06, 0.98415
1.40581e-06, 0.993194
1.40498e-06, 0.98849
1.40414e-06, 0.977802
1.40331e-06, 0.986941
1.40248e-06, 0.973285
1.40165e-06, 0.967626
1.40083e-06, 0.984701
1.4e-06, 0.99312


